Smed_Code	Gene stable ID	Gene description	Transcript stable ID	Protein stable ID	Gene name	HGNC symbol	UniProtKB/Swiss-Prot ID
SmedASXL_014626	ENSG00000187555	ubiquitin specific peptidase 7 [Source:HGNC Symbol;Acc:HGNC:12630]	ENST00000344836	ENSP00000343535	USP7	USP7	Q93009
SmedASXL_010356	ENSG00000114573	ATPase H+ transporting V1 subunit A [Source:HGNC Symbol;Acc:HGNC:851]	ENST00000273398	ENSP00000273398	ATP6V1A	ATP6V1A	P38606
SmedASXL_016526	ENSG00000167861	HID1 domain containing [Source:HGNC Symbol;Acc:HGNC:15736]	ENST00000425042	ENSP00000413520	HID1	HID1	Q8IV36
SmedASXL_008457	ENSG00000033627	ATPase H+ transporting V0 subunit a1 [Source:HGNC Symbol;Acc:HGNC:865]	ENST00000393829	ENSP00000377415	ATP6V0A1	ATP6V0A1	Q93050
SmedASXL_017136	ENSG00000091136	laminin subunit beta 1 [Source:HGNC Symbol;Acc:HGNC:6486]	ENST00000393561	ENSP00000377191	LAMB1	LAMB1	
SmedASXL_011798	ENSG00000090861	alanyl-tRNA synthetase [Source:HGNC Symbol;Acc:HGNC:20]	ENST00000261772	ENSP00000261772	AARS	AARS	P49588
SmedASXL_009624	ENSG00000196659	tetratricopeptide repeat domain 30B [Source:HGNC Symbol;Acc:HGNC:26425]	ENST00000408939	ENSP00000386181	TTC30B	TTC30B	Q8N4P2
SmedASXL_017609	ENSG00000166147	fibrillin 1 [Source:HGNC Symbol;Acc:HGNC:3603]	ENST00000316623	ENSP00000325527	FBN1	FBN1	P35555
SmedASXL_016956	ENSG00000075539	FRY like transcription coactivator [Source:HGNC Symbol;Acc:HGNC:29127]	ENST00000503238	ENSP00000426064	FRYL	FRYL	O94915
SmedASXL_016896	ENSG00000130653	patatin like phospholipase domain containing 7 [Source:HGNC Symbol;Acc:HGNC:24768]	ENST00000277531	ENSP00000277531	PNPLA7	PNPLA7	Q6ZV29
SmedASXL_018558	ENSG00000196569	laminin subunit alpha 2 [Source:HGNC Symbol;Acc:HGNC:6482]	ENST00000421865	ENSP00000400365	LAMA2	LAMA2	P24043
SmedASXL_018557	ENSG00000196569	laminin subunit alpha 2 [Source:HGNC Symbol;Acc:HGNC:6482]	ENST00000421865	ENSP00000400365	LAMA2	LAMA2	P24043
SmedASXL_016796	ENSG00000085999	RAD54 like [Source:HGNC Symbol;Acc:HGNC:9826]	ENST00000463715	ENSP00000480207	RAD54L	RAD54L	
SmedASXL_016258	ENSG00000101752	mindbomb E3 ubiquitin protein ligase 1 [Source:HGNC Symbol;Acc:HGNC:21086]	ENST00000261537	ENSP00000261537	MIB1	MIB1	Q86YT6
SmedASXL_015055	ENSG00000089101	cilia and flagella associated protein 61 [Source:HGNC Symbol;Acc:HGNC:15872]	ENST00000340348	ENSP00000345553	CFAP61	CFAP61	
SmedASXL_016687	ENSG00000139697	strawberry notch homolog 1 [Source:HGNC Symbol;Acc:HGNC:22973]	ENST00000267176	ENSP00000267176	SBNO1	SBNO1	A3KN83
SmedASXL_014498	ENSG00000114480	1,4-alpha-glucan branching enzyme 1 [Source:HGNC Symbol;Acc:HGNC:4180]	ENST00000429644	ENSP00000410833	GBE1	GBE1	Q04446
SmedASXL_009393	ENSG00000196365	lon peptidase 1, mitochondrial [Source:HGNC Symbol;Acc:HGNC:9479]	ENST00000360614	ENSP00000353826	LONP1	LONP1	P36776
SmedASXL_005336	ENSG00000017260	ATPase secretory pathway Ca2+ transporting 1 [Source:HGNC Symbol;Acc:HGNC:13211]	ENST00000505330	ENSP00000423774	ATP2C1	ATP2C1	
SmedASXL_009384	ENSG00000134014	elongator acetyltransferase complex subunit 3 [Source:HGNC Symbol;Acc:HGNC:20696]	ENST00000520270	ENSP00000429446	ELP3	ELP3	
SmedASXL_015800	ENSG00000159131	phosphoribosylglycinamide formyltransferase, phosphoribosylglycinamide synthetase, phosphoribosylaminoimidazole synthetase [Source:HGNC Symbol;Acc:HGNC:4163]	ENST00000381815	ENSP00000371236	GART	GART	P22102
SmedASXL_017751	ENSG00000118965	WD repeat domain 35 [Source:HGNC Symbol;Acc:HGNC:29250]	ENST00000281405	ENSP00000281405	WDR35	WDR35	Q9P2L0
SmedASXL_014871	ENSG00000038295	tolloid like 1 [Source:HGNC Symbol;Acc:HGNC:11843]	ENST00000061240	ENSP00000061240	TLL1	TLL1	O43897
SmedASXL_015106	ENSG00000196586	myosin VI [Source:HGNC Symbol;Acc:HGNC:7605]	ENST00000369985	ENSP00000359002	MYO6	MYO6	Q9UM54
SmedASXL_015300	ENSG00000100678	solute carrier family 8 member A3 [Source:HGNC Symbol;Acc:HGNC:11070]	ENST00000356921	ENSP00000349392	SLC8A3	SLC8A3	P57103
SmedASXL_007884	ENSG00000113013	heat shock protein family A (Hsp70) member 9 [Source:HGNC Symbol;Acc:HGNC:5244]	ENST00000297185	ENSP00000297185	HSPA9	HSPA9	P38646
SmedASXL_015046	ENSG00000108424	karyopherin subunit beta 1 [Source:HGNC Symbol;Acc:HGNC:6400]	ENST00000535458	ENSP00000438253	KPNB1	KPNB1	Q14974
SmedASXL_011127	ENSG00000076321	kelch like family member 20 [Source:HGNC Symbol;Acc:HGNC:25056]	ENST00000209884	ENSP00000209884	KLHL20	KLHL20	Q9Y2M5
SmedASXL_018105	ENSG00000175216	cytoskeleton associated protein 5 [Source:HGNC Symbol;Acc:HGNC:28959]	ENST00000529230	ENSP00000432768	CKAP5	CKAP5	Q14008
SmedASXL_016544	ENSG00000173826	potassium voltage-gated channel subfamily H member 6 [Source:HGNC Symbol;Acc:HGNC:18862]	ENST00000581784	ENSP00000463830	KCNH6	KCNH6	Q9H252
SmedASXL_002856	ENSG00000096171	valyl-tRNA synthetase [Source:HGNC Symbol;Acc:HGNC:12651]	ENST00000211402	ENSP00000211402	VARS	VARS	P26640
SmedASXL_013453	ENSG00000008311	aminoadipate-semialdehyde synthase [Source:HGNC Symbol;Acc:HGNC:17366]	ENST00000393376	ENSP00000377040	AASS	AASS	Q9UDR5
SmedASXL_006561	ENSG00000175166	proteasome 26S subunit, non-ATPase 2 [Source:HGNC Symbol;Acc:HGNC:9559]	ENST00000310118	ENSP00000310129	PSMD2	PSMD2	Q13200
SmedASXL_001518	ENSG00000131459	glutamine-fructose-6-phosphate transaminase 2 [Source:HGNC Symbol;Acc:HGNC:4242]	ENST00000253778	ENSP00000253778	GFPT2	GFPT2	O94808
SmedASXL_012722	ENSG00000032742	intraflagellar transport 88 [Source:HGNC Symbol;Acc:HGNC:20606]	ENST00000351808	ENSP00000261632	IFT88	IFT88	Q13099
SmedASXL_014733	ENSG00000183020	adaptor related protein complex 2 alpha 2 subunit [Source:HGNC Symbol;Acc:HGNC:562]	ENST00000525796	ENSP00000437228	AP2A2	AP2A2	
SmedASXL_013351	ENSG00000104884	ERCC excision repair 2, TFIIH core complex helicase subunit [Source:HGNC Symbol;Acc:HGNC:3434]	ENST00000391945	ENSP00000375809	ERCC2	ERCC2	P18074
SmedASXL_014762	ENSG00000100220	RNA 2',3'-cyclic phosphate and 5'-OH ligase [Source:HGNC Symbol;Acc:HGNC:26935]	ENST00000216038	ENSP00000216038	RTCB	RTCB	Q9Y3I0
SmedASXL_016606	ENSG00000135862	laminin subunit gamma 1 [Source:HGNC Symbol;Acc:HGNC:6492]	ENST00000258341	ENSP00000258341	LAMC1	LAMC1	P11047
SmedASXL_011926	ENSG00000088930	5'-3' exoribonuclease 2 [Source:HGNC Symbol;Acc:HGNC:12836]	ENST00000377191	ENSP00000366396	XRN2	XRN2	Q9H0D6
SmedASXL_012431	ENSG00000101972	stromal antigen 2 [Source:HGNC Symbol;Acc:HGNC:11355]	ENST00000394477	ENSP00000377987	STAG2	STAG2	
SmedASXL_013585	ENSG00000166747	adaptor related protein complex 1 gamma 1 subunit [Source:HGNC Symbol;Acc:HGNC:555]	ENST00000299980	ENSP00000299980	AP1G1	AP1G1	O43747
SmedASXL_013570	ENSG00000065150	importin 5 [Source:HGNC Symbol;Acc:HGNC:6402]	ENST00000460070	ENSP00000420284	IPO5	IPO5	
SmedASXL_009213	ENSG00000075945	kinesin associated protein 3 [Source:HGNC Symbol;Acc:HGNC:17060]	ENST00000361580	ENSP00000354560	KIFAP3	KIFAP3	Q92845
SmedASXL_001951	ENSG00000185418	threonyl-tRNA synthetase like 2 [Source:HGNC Symbol;Acc:HGNC:24728]	ENST00000335968	ENSP00000338093	TARSL2	TARSL2	A2RTX5
SmedASXL_017569	ENSG00000151687	ankyrin and armadillo repeat containing [Source:HGNC Symbol;Acc:HGNC:26350]	ENST00000441800	ENSP00000407459	ANKAR	ANKAR	Q7Z5J8
SmedASXL_012125	ENSG00000136051	WASH complex subunit 4 [Source:HGNC Symbol;Acc:HGNC:29174]	ENST00000548195	ENSP00000450243	WASHC4	WASHC4	
SmedASXL_001975	ENSG00000100934	Sec23 homolog A, coat complex II component [Source:HGNC Symbol;Acc:HGNC:10701]	ENST00000537403	ENSP00000444193	SEC23A	SEC23A	Q15436
SmedASXL_008271	ENSG00000164163	ATP binding cassette subfamily E member 1 [Source:HGNC Symbol;Acc:HGNC:69]	ENST00000296577	ENSP00000296577	ABCE1	ABCE1	P61221
SmedASXL_016617	ENSG00000049759	neural precursor cell expressed, developmentally down-regulated 4-like, E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:HGNC:7728]	ENST00000356462	ENSP00000348847	NEDD4L	NEDD4L	Q96PU5
SmedASXL_012397	ENSG00000157483	myosin IE [Source:HGNC Symbol;Acc:HGNC:7599]	ENST00000288235	ENSP00000288235	MYO1E	MYO1E	Q12965
SmedASXL_017403	ENSG00000167552	tubulin alpha 1a [Source:HGNC Symbol;Acc:HGNC:20766]	ENST00000301071	ENSP00000301071	TUBA1A	TUBA1A	Q71U36
SmedASXL_017404	ENSG00000167552	tubulin alpha 1a [Source:HGNC Symbol;Acc:HGNC:20766]	ENST00000301071	ENSP00000301071	TUBA1A	TUBA1A	Q71U36
SmedASXL_018110	ENSG00000068654	RNA polymerase I subunit A [Source:HGNC Symbol;Acc:HGNC:17264]	ENST00000263857	ENSP00000263857	POLR1A	POLR1A	O95602
SmedASXL_006471	ENSG00000069329	VPS35, retromer complex component [Source:HGNC Symbol;Acc:HGNC:13487]	ENST00000299138	ENSP00000299138	VPS35	VPS35	Q96QK1
SmedASXL_009717	ENSG00000152556	phosphofructokinase, muscle [Source:HGNC Symbol;Acc:HGNC:8877]	ENST00000550345	ENSP00000450369	PFKM	PFKM	
SmedASXL_006468	ENSG00000105948	tetratricopeptide repeat domain 26 [Source:HGNC Symbol;Acc:HGNC:21882]	ENST00000495038	ENSP00000418788	TTC26	TTC26	
SmedASXL_018237	ENSG00000137474	myosin VIIA [Source:HGNC Symbol;Acc:HGNC:7606]	ENST00000409709	ENSP00000386331	MYO7A	MYO7A	Q13402
SmedASXL_017248	ENSG00000125676	THO complex 2 [Source:HGNC Symbol;Acc:HGNC:19073]	ENST00000448128	ENSP00000397317	THOC2	THOC2	
SmedASXL_006384	ENSG00000068885	intraflagellar transport 80 [Source:HGNC Symbol;Acc:HGNC:29262]	ENST00000326448	ENSP00000312778	IFT80	IFT80	Q9P2H3
SmedASXL_017790	ENSG00000188229	tubulin beta 4B class IVb [Source:HGNC Symbol;Acc:HGNC:20771]	ENST00000340384	ENSP00000341289	TUBB4B	TUBB4B	P68371
SmedASXL_018704	ENSG00000065665	Sec61 translocon alpha 2 subunit [Source:HGNC Symbol;Acc:HGNC:17702]	ENST00000379051	ENSP00000368339	SEC61A2	SEC61A2	
SmedASXL_018375	ENSG00000101868	DNA polymerase alpha 1, catalytic subunit [Source:HGNC Symbol;Acc:HGNC:9173]	ENST00000379068	ENSP00000368358	POLA1	POLA1	
SmedASXL_019055	ENSG00000023228	NADH:ubiquinone oxidoreductase core subunit S1 [Source:HGNC Symbol;Acc:HGNC:7707]	ENST00000233190	ENSP00000233190	NDUFS1	NDUFS1	P28331
SmedASXL_019037	ENSG00000077147	transmembrane 9 superfamily member 3 [Source:HGNC Symbol;Acc:HGNC:21529]	ENST00000371142	ENSP00000360184	TM9SF3	TM9SF3	Q9HD45
SmedASXL_004455	ENSG00000166598	heat shock protein 90 beta family member 1 [Source:HGNC Symbol;Acc:HGNC:12028]	ENST00000549334	ENSP00000446748	HSP90B1	HSP90B1	
SmedASXL_010216	ENSG00000146205	anoctamin 7 [Source:HGNC Symbol;Acc:HGNC:31677]	ENST00000402530	ENSP00000383985	ANO7	ANO7	Q6IWH7
SmedASXL_015188	ENSG00000058063	ATPase phospholipid transporting 11B (putative) [Source:HGNC Symbol;Acc:HGNC:13553]	ENST00000323116	ENSP00000321195	ATP11B	ATP11B	Q9Y2G3
SmedASXL_012139	ENSG00000100297	minichromosome maintenance complex component 5 [Source:HGNC Symbol;Acc:HGNC:6948]	ENST00000216122	ENSP00000216122	MCM5	MCM5	P33992
SmedASXL_017525	ENSG00000177084	DNA polymerase epsilon, catalytic subunit [Source:HGNC Symbol;Acc:HGNC:9177]	ENST00000320574	ENSP00000322570	POLE	POLE	Q07864
SmedASXL_008037	ENSG00000140015	potassium voltage-gated channel subfamily H member 5 [Source:HGNC Symbol;Acc:HGNC:6254]	ENST00000322893	ENSP00000321427	KCNH5	KCNH5	Q8NCM2
SmedASXL_017019	ENSG00000092148	HECT domain E3 ubiquitin protein ligase 1 [Source:HGNC Symbol;Acc:HGNC:20157]	ENST00000554882	ENSP00000451260	HECTD1	HECTD1	
SmedASXL_006583	ENSG00000013503	RNA polymerase III subunit B [Source:HGNC Symbol;Acc:HGNC:30348]	ENST00000228347	ENSP00000228347	POLR3B	POLR3B	Q9NW08
SmedASXL_016329	ENSG00000154822	phospholipase C like 2 [Source:HGNC Symbol;Acc:HGNC:9064]	ENST00000615277	ENSP00000478458	PLCL2	PLCL2	Q9UPR0
SmedASXL_002894	ENSG00000198682	3'-phosphoadenosine 5'-phosphosulfate synthase 2 [Source:HGNC Symbol;Acc:HGNC:8604]	ENST00000361175	ENSP00000354436	PAPSS2	PAPSS2	O95340
SmedASXL_010763	ENSG00000089597	glucosidase II alpha subunit [Source:HGNC Symbol;Acc:HGNC:4138]	ENST00000532402	ENSP00000432181	GANAB	GANAB	Q14697
SmedASXL_013368	ENSG00000079785	DEAD-box helicase 1 [Source:HGNC Symbol;Acc:HGNC:2734]	ENST00000381341	ENSP00000370745	DDX1	DDX1	Q92499
SmedASXL_010651	ENSG00000104812	glycogen synthase 1 [Source:HGNC Symbol;Acc:HGNC:4706]	ENST00000323798	ENSP00000317904	GYS1	GYS1	P13807
SmedASXL_018293	ENSG00000184347	slit guidance ligand 3 [Source:HGNC Symbol;Acc:HGNC:11087]	ENST00000519560	ENSP00000430333	SLIT3	SLIT3	O75094
SmedASXL_015432	ENSG00000076003	minichromosome maintenance complex component 6 [Source:HGNC Symbol;Acc:HGNC:6949]	ENST00000264156	ENSP00000264156	MCM6	MCM6	Q14566
SmedASXL_014293	ENSG00000171365	chloride voltage-gated channel 5 [Source:HGNC Symbol;Acc:HGNC:2023]	ENST00000376088	ENSP00000365256	CLCN5	CLCN5	P51795
SmedASXL_012122	ENSG00000140943	membrane bound transcription factor peptidase, site 1 [Source:HGNC Symbol;Acc:HGNC:15456]	ENST00000343411	ENSP00000344223	MBTPS1	MBTPS1	Q14703
SmedASXL_014074	ENSG00000141556	tubulin folding cofactor D [Source:HGNC Symbol;Acc:HGNC:11581]	ENST00000355528	ENSP00000347719	TBCD	TBCD	Q9BTW9
SmedASXL_015555	ENSG00000233049	DEAH-box helicase 16 [Source:HGNC Symbol;Acc:HGNC:2739]	ENST00000414052	ENSP00000406462	DHX16	DHX16	
SmedASXL_008000	ENSG00000133657	ATPase 13A3 [Source:HGNC Symbol;Acc:HGNC:24113]	ENST00000439040	ENSP00000416508	ATP13A3	ATP13A3	Q9H7F0
SmedASXL_019134	ENSG00000119203	cleavage and polyadenylation specific factor 3 [Source:HGNC Symbol;Acc:HGNC:2326]	ENST00000238112	ENSP00000238112	CPSF3	CPSF3	Q9UKF6
SmedASXL_012732	ENSG00000044574	heat shock protein family A (Hsp70) member 5 [Source:HGNC Symbol;Acc:HGNC:5238]	ENST00000324460	ENSP00000324173	HSPA5	HSPA5	P11021
SmedASXL_017752	ENSG00000114127	5'-3' exoribonuclease 1 [Source:HGNC Symbol;Acc:HGNC:30654]	ENST00000264951	ENSP00000264951	XRN1	XRN1	Q8IZH2
SmedASXL_009202	ENSG00000171595	dynein axonemal intermediate chain 2 [Source:HGNC Symbol;Acc:HGNC:18744]	ENST00000582036	ENSP00000461950	DNAI2	DNAI2	Q9GZS0
SmedASXL_003207	ENSG00000171503	electron transfer flavoprotein dehydrogenase [Source:HGNC Symbol;Acc:HGNC:3483]	ENST00000512251	ENSP00000425661	ETFDH	ETFDH	
SmedASXL_016968	ENSG00000092201	SPT16 homolog, facilitates chromatin remodeling subunit [Source:HGNC Symbol;Acc:HGNC:11465]	ENST00000216297	ENSP00000216297	SUPT16H	SUPT16H	Q9Y5B9
SmedASXL_014563	ENSG00000176102	cleavage stimulation factor subunit 3 [Source:HGNC Symbol;Acc:HGNC:2485]	ENST00000528865	ENSP00000435138	CSTF3	CSTF3	
SmedASXL_014204	ENSG00000131375	calpain 7 [Source:HGNC Symbol;Acc:HGNC:1484]	ENST00000418994	ENSP00000415482	CAPN7	CAPN7	
SmedASXL_017985	ENSG00000197136	pecanex homolog 3 [Source:HGNC Symbol;Acc:HGNC:18760]	ENST00000355703	ENSP00000347931	PCNX3	PCNX3	Q9H6A9
SmedASXL_006229	ENSG00000131069	acyl-CoA synthetase short chain family member 2 [Source:HGNC Symbol;Acc:HGNC:15814]	ENST00000488172	ENSP00000417783	ACSS2	ACSS2	
SmedASXL_008198	ENSG00000077327	sperm associated antigen 6 [Source:HGNC Symbol;Acc:HGNC:11215]	ENST00000376624	ENSP00000365811	SPAG6	SPAG6	O75602
SmedASXL_015880	ENSG00000102893	phosphorylase kinase regulatory subunit beta [Source:HGNC Symbol;Acc:HGNC:8927]	ENST00000566037	ENSP00000455664	PHKB	PHKB	
SmedASXL_013417	ENSG00000159650	urocanate hydratase 1 [Source:HGNC Symbol;Acc:HGNC:26444]	ENST00000290868	ENSP00000290868	UROC1	UROC1	Q96N76
SmedASXL_017181	ENSG00000143093	striatin interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:25916]	ENST00000369796	ENSP00000358811	STRIP1	STRIP1	Q5VSL9
SmedASXL_012980	ENSG00000172890	NAD synthetase 1 [Source:HGNC Symbol;Acc:HGNC:29832]	ENST00000319023	ENSP00000326424	NADSYN1	NADSYN1	Q6IA69
SmedASXL_017709	ENSG00000125107	CCR4-NOT transcription complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:7877]	ENST00000317147	ENSP00000320949	CNOT1	CNOT1	A5YKK6
SmedASXL_017927	ENSG00000124406	ATPase phospholipid transporting 8A1 [Source:HGNC Symbol;Acc:HGNC:13531]	ENST00000514372	ENSP00000426495	ATP8A1	ATP8A1	
SmedASXL_012910	ENSG00000104738	minichromosome maintenance complex component 4 [Source:HGNC Symbol;Acc:HGNC:6947]	ENST00000518221	ENSP00000430329	MCM4	MCM4	
SmedASXL_014793	ENSG00000170832	ubiquitin specific peptidase 32 [Source:HGNC Symbol;Acc:HGNC:19143]	ENST00000300896	ENSP00000300896	USP32	USP32	Q8NFA0
SmedASXL_014979	ENSG00000163939	polybromo 1 [Source:HGNC Symbol;Acc:HGNC:30064]	ENST00000356770	ENSP00000349213	PBRM1	PBRM1	Q86U86
SmedASXL_017296	ENSG00000136824	structural maintenance of chromosomes 2 [Source:HGNC Symbol;Acc:HGNC:14011]	ENST00000440179	ENSP00000414999	SMC2	SMC2	
SmedASXL_004001	ENSG00000114054	propionyl-CoA carboxylase beta subunit [Source:HGNC Symbol;Acc:HGNC:8654]	ENST00000251654	ENSP00000251654	PCCB	PCCB	P05166
SmedASXL_018732	ENSG00000152234	ATP synthase, H+ transporting, mitochondrial F1 complex, alpha subunit 1, cardiac muscle [Source:HGNC Symbol;Acc:HGNC:823]	ENST00000398752	ENSP00000381736	ATP5A1	ATP5A1	P25705
SmedASXL_015361	ENSG00000132837	dimethylglycine dehydrogenase [Source:HGNC Symbol;Acc:HGNC:24475]	ENST00000255189	ENSP00000255189	DMGDH	DMGDH	Q9UI17
SmedASXL_011092	ENSG00000144406	unc-80 homolog, NALCN channel complex subunit [Source:HGNC Symbol;Acc:HGNC:26582]	ENST00000272845	ENSP00000272845	UNC80	UNC80	Q8N2C7
SmedASXL_010338	ENSG00000124207	chromosome segregation 1 like [Source:HGNC Symbol;Acc:HGNC:2431]	ENST00000262982	ENSP00000262982	CSE1L	CSE1L	P55060
SmedASXL_015512	ENSG00000101384	jagged 1 [Source:HGNC Symbol;Acc:HGNC:6188]	ENST00000254958	ENSP00000254958	JAG1	JAG1	P78504
SmedASXL_015112	ENSG00000112118	minichromosome maintenance complex component 3 [Source:HGNC Symbol;Acc:HGNC:6945]	ENST00000229854	ENSP00000229854	MCM3	MCM3	P25205
SmedASXL_011312	ENSG00000100883	signal recognition particle 54 [Source:HGNC Symbol;Acc:HGNC:11301]	ENST00000556994	ENSP00000451818	SRP54	SRP54	P61011
SmedASXL_015155	ENSG00000165525	nuclear export mediator factor [Source:HGNC Symbol;Acc:HGNC:10663]	ENST00000298310	ENSP00000298310	NEMF	NEMF	O60524
SmedASXL_017352	ENSG00000145246	ATPase phospholipid transporting 10D (putative) [Source:HGNC Symbol;Acc:HGNC:13549]	ENST00000273859	ENSP00000273859	ATP10D	ATP10D	Q9P241
SmedASXL_018007	ENSG00000181378	cilia and flagella associated protein 65 [Source:HGNC Symbol;Acc:HGNC:25325]	ENST00000341552	ENSP00000340776	CFAP65	CFAP65	Q6ZU64
SmedASXL_017596	ENSG00000139613	SWI/SNF related, matrix associated, actin dependent regulator of chromatin subfamily c member 2 [Source:HGNC Symbol;Acc:HGNC:11105]	ENST00000394023	ENSP00000377591	SMARCC2	SMARCC2	Q8TAQ2
SmedASXL_017100	ENSG00000197748	cilia and flagella associated protein 43 [Source:HGNC Symbol;Acc:HGNC:26684]	ENST00000457071	ENSP00000394274	CFAP43	CFAP43	
SmedASXL_018411	ENSG00000147133	TATA-box binding protein associated factor 1 [Source:HGNC Symbol;Acc:HGNC:11535]	ENST00000373790	ENSP00000362895	TAF1	TAF1	P21675
SmedASXL_006772	ENSG00000122735	dynein axonemal intermediate chain 1 [Source:HGNC Symbol;Acc:HGNC:2954]	ENST00000437363	ENSP00000395396	DNAI1	DNAI1	
SmedASXL_008067	ENSG00000147416	ATPase H+ transporting V1 subunit B2 [Source:HGNC Symbol;Acc:HGNC:854]	ENST00000276390	ENSP00000276390	ATP6V1B2	ATP6V1B2	P21281
SmedASXL_010930	ENSG00000163655	guanine monophosphate synthase [Source:HGNC Symbol;Acc:HGNC:4378]	ENST00000496455	ENSP00000419851	GMPS	GMPS	P49915
SmedASXL_016991	ENSG00000113360	drosha ribonuclease III [Source:HGNC Symbol;Acc:HGNC:17904]	ENST00000511367	ENSP00000425979	DROSHA	DROSHA	Q9NRR4
SmedASXL_012615	ENSG00000124253	phosphoenolpyruvate carboxykinase 1 [Source:HGNC Symbol;Acc:HGNC:8724]	ENST00000319441	ENSP00000319814	PCK1	PCK1	P35558
SmedASXL_009744	ENSG00000123124	WW domain containing E3 ubiquitin protein ligase 1 [Source:HGNC Symbol;Acc:HGNC:17004]	ENST00000517970	ENSP00000427793	WWP1	WWP1	Q9H0M0
SmedASXL_018608	ENSG00000165029	ATP binding cassette subfamily A member 1 [Source:HGNC Symbol;Acc:HGNC:29]	ENST00000374736	ENSP00000363868	ABCA1	ABCA1	O95477
SmedASXL_016225	ENSG00000149091	diacylglycerol kinase zeta [Source:HGNC Symbol;Acc:HGNC:2857]	ENST00000343674	ENSP00000343065	DGKZ	DGKZ	Q13574
SmedASXL_013231	ENSG00000136267	diacylglycerol kinase beta [Source:HGNC Symbol;Acc:HGNC:2850]	ENST00000403951	ENSP00000385780	DGKB	DGKB	Q9Y6T7
SmedASXL_007040	ENSG00000166508	minichromosome maintenance complex component 7 [Source:HGNC Symbol;Acc:HGNC:6950]	ENST00000343023	ENSP00000344006	MCM7	MCM7	P33993
SmedASXL_017940	ENSG00000174373	Ral GTPase activating protein catalytic alpha subunit 1 [Source:HGNC Symbol;Acc:HGNC:17770]	ENST00000554573	ENSP00000450574	RALGAPA1	RALGAPA1	
SmedASXL_014006	ENSG00000116337	adenosine monophosphate deaminase 2 [Source:HGNC Symbol;Acc:HGNC:469]	ENST00000531734	ENSP00000433739	AMPD2	AMPD2	
SmedASXL_018383	ENSG00000206530	cilia and flagella associated protein 44 [Source:HGNC Symbol;Acc:HGNC:25631]	ENST00000489244	ENSP00000418257	CFAP44	CFAP44	
SmedASXL_018384	ENSG00000206530	cilia and flagella associated protein 44 [Source:HGNC Symbol;Acc:HGNC:25631]	ENST00000489244	ENSP00000418257	CFAP44	CFAP44	
SmedASXL_018260	ENSG00000138193	phospholipase C epsilon 1 [Source:HGNC Symbol;Acc:HGNC:17175]	ENST00000371380	ENSP00000360431	PLCE1	PLCE1	Q9P212
SmedASXL_003755	ENSG00000130508	peroxidasin [Source:HGNC Symbol;Acc:HGNC:14966]	ENST00000252804	ENSP00000252804	PXDN	PXDN	Q92626
SmedASXL_013172	ENSG00000186642	phosphodiesterase 2A [Source:HGNC Symbol;Acc:HGNC:8777]	ENST00000334456	ENSP00000334910	PDE2A	PDE2A	O00408
SmedASXL_013649	ENSG00000175198	propionyl-CoA carboxylase alpha subunit [Source:HGNC Symbol;Acc:HGNC:8653]	ENST00000376285	ENSP00000365462	PCCA	PCCA	P05165
SmedASXL_006374	ENSG00000100697	dicer 1, ribonuclease III [Source:HGNC Symbol;Acc:HGNC:17098]	ENST00000343455	ENSP00000343745	DICER1	DICER1	Q9UPY3
SmedASXL_015837	ENSG00000151461	UPF2, regulator of nonsense mediated mRNA decay [Source:HGNC Symbol;Acc:HGNC:17854]	ENST00000356352	ENSP00000348708	UPF2	UPF2	Q9HAU5
SmedASXL_010838	ENSG00000059573	aldehyde dehydrogenase 18 family member A1 [Source:HGNC Symbol;Acc:HGNC:9722]	ENST00000371224	ENSP00000360268	ALDH18A1	ALDH18A1	P54886
SmedASXL_004505	ENSG00000110955	ATP synthase, H+ transporting, mitochondrial F1 complex, beta polypeptide [Source:HGNC Symbol;Acc:HGNC:830]	ENST00000551020	ENSP00000446677	ATP5B	ATP5B	
SmedASXL_007875	ENSG00000139324	transmembrane and tetratricopeptide repeat containing 3 [Source:HGNC Symbol;Acc:HGNC:26899]	ENST00000549011	ENSP00000447640	TMTC3	TMTC3	
SmedASXL_019008	ENSG00000101337	transmembrane 9 superfamily member 4 [Source:HGNC Symbol;Acc:HGNC:30797]	ENST00000398022	ENSP00000381104	TM9SF4	TM9SF4	Q92544
SmedASXL_005289	ENSG00000145495	membrane associated ring-CH-type finger 6 [Source:HGNC Symbol;Acc:HGNC:30550]	ENST00000449913	ENSP00000414643	06-Mar	06-Mar	O60337
SmedASXL_017199	ENSG00000164080	RAD54 like 2 [Source:HGNC Symbol;Acc:HGNC:29123]	ENST00000409535	ENSP00000386520	RAD54L2	RAD54L2	Q9Y4B4
SmedASXL_016762	ENSG00000128908	INO80 complex subunit [Source:HGNC Symbol;Acc:HGNC:26956]	ENST00000361937	ENSP00000355205	INO80	INO80	Q9ULG1
